		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	NU = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   31   26   30   29   20   23   23   20  5.986469  0.648748 	SUCCESS   0
000000011   30   27   32   28   24   19   26   20  6.783493  0.560162 	SUCCESS   1
000000101   32   27   30   28   23   23   20   22  5.842820  0.664833 	SUCCESS   2
000000111   34   24   26   29   29   14   25   23 10.494552  0.232015 	SUCCESS   3
000001001   34   30   24   25   30   19   24   23  7.910845  0.442227 	SUCCESS   4
000001011   22   28   29   26   24   24   25   30  3.157168  0.924111 	SUCCESS   5
000001101   21   33   21   29   27   24   19   23  6.621308  0.577986 	SUCCESS   6
000001111   27   21   29   25   23   23   24   31  3.707273  0.882522 	SUCCESS   7
000010001   36   22   25   33   25   24   30   25 10.462777  0.234035 	SUCCESS   8
000010011   34   25   23   17   30   21   23   34 12.130304  0.145484 	SUCCESS   9
000010101   28   20   29   16   28   15   16   24 12.541393  0.128633 	SUCCESS  10
000010111   22   31   22   29   21   29   24   22  4.867724  0.771616 	SUCCESS  11
000011001   34   25   31   22   23   18   21   32 10.765964  0.215316 	SUCCESS  12
000011011   27   27   29   36   24   24   19   17 10.740146  0.216862 	SUCCESS  13
000011101   28   21   23   19   28   20   30   30  6.384319  0.604266 	SUCCESS  14
000011111   25   25   27   27   19   17   21   31  6.493546  0.592124 	SUCCESS  15
000100011   28   17   19   27   31   21   25   26  6.849691  0.552933 	SUCCESS  16
000100101   20   21   19   23   16   23   24   22  5.948075  0.653048 	SUCCESS  17
000100111   35   19   21   23   22   21   22   34 11.451113  0.177425 	SUCCESS  18
000101001   25   18   21   27   32   32   28   24  7.978367  0.435586 	SUCCESS  19
000101011   28   17   19   20   28   22   14   29 11.194265  0.190933 	SUCCESS  20
000101101   22   27   24   31   25   21   25   18  4.638017  0.795471 	SUCCESS  21
000101111   22   31   27   28   32   20   32   19  9.876925  0.273771 	SUCCESS  22
000110011   30   39   35   25   22   18   26   29 18.123207  0.020322 	SUCCESS  23
000110101   22   27   19   14   32   23   22   26  9.229509  0.323307 	SUCCESS  24
000110111   16   24   28   34   13   25   24   17 15.295891  0.053641 	SUCCESS  25
000111001   19   22   13   20   13   27   22   25 13.852775  0.085684 	SUCCESS  26
000111011   26   18   25   21   20   23   31   25  5.111994  0.745542 	SUCCESS  27
000111101   21   22   14   17   26   28   25   28  8.856152  0.354576 	SUCCESS  28
000111111   25   23   33   29   28   23   25   30  6.106950  0.635253 	SUCCESS  29
001000011   35   25   31   18   22   23   26   34 12.698945  0.122636 	SUCCESS  30
001000101   27   22   25   25   32   27   24   24  3.309423  0.913467 	SUCCESS  31
001000111   23   25   15   16   26   23   34   33 14.060637  0.080199 	SUCCESS  32
001001011   21   25   17   21   24   25   24   27  3.628497  0.888991 	SUCCESS  33
001001101   20   28   28   19   19   25   27   17  7.009228  0.535637 	SUCCESS  34
001001111   26   26   26   23   28   25   28   31  3.369663  0.909066 	SUCCESS  35
001010011   23   16   32   31   24   37   26   26 14.317485  0.073856 	SUCCESS  36
001010101   25   31   33   22   25   15   18   31 12.578464  0.127200 	SUCCESS  37
001010111   26   14   18   26   24   25   27   26  6.950312  0.542003 	SUCCESS  38
001011011   14   31   16   26   30   22   23   19 12.414955  0.133628 	SUCCESS  39
001011101   20   24   22   17   17   29   25   27  6.907283  0.546668 	SUCCESS  40
001011111   30   28   21   15   30   24   36   24 13.155711  0.106603 	SUCCESS  41
001100101   31   19   20   26   30   29   24   28  6.792099  0.559221 	SUCCESS  42
001100111   32   30   33   25   21   24   31   27  9.556527  0.297541 	SUCCESS  43
001101011   20   32   20   20   23   24   22   18  6.974805  0.539353 	SUCCESS  44
001101101   17   28   23   28   34   26   16   15 14.245991  0.075575 	SUCCESS  45
001101111   13   23   26   33   17   16   21   18 16.361679  0.037486 	SUCCESS  46
001110101   19   26   31   23   21   28   27   20  5.417829  0.712126 	SUCCESS  47
001110111   25   18   29   27   24   32   27   24  5.681959  0.682808 	SUCCESS  48
001111011   26   28   17   23   24   30   36   22 10.342297  0.241818 	SUCCESS  49
001111101   24   26   27   23   21   25   17   31  5.155023  0.740886 	SUCCESS  50
001111111   24   23   29   25   31   24   27   27  3.428580  0.904661 	SUCCESS  51
010000011   24   28   18   23   21   20   24   31  5.535661  0.699086 	SUCCESS  52
010000111   27   25   29   18   22   22   26   28  4.079306  0.849898 	SUCCESS  53
010001011   21   24   23   31   22   25   33   19  7.053581  0.530863 	SUCCESS  54
010001111   22   23   20   24   24   28   27   36  7.698349  0.463477 	SUCCESS  55
010010011   13   26   32   34   26   19   23   16 16.381538  0.037234 	SUCCESS  56
010010111   25   25   18   12   26   35   22   25 13.407263  0.098584 	SUCCESS  57
010011011   13   21   36   17   20   27   29   20 16.838304  0.031838 	SUCCESS  58
010011111   14   30   27   26   25   27   18   31 10.188717  0.252030 	SUCCESS  59
010100011   24   23   25   31   22   31   36   23  9.826614  0.277407 	SUCCESS  60
010100111   25   22   33   24   23   26   30   29  5.818327  0.667574 	SUCCESS  61
010101011   32   21   26   23   34   17   15   26 13.204697  0.104998 	SUCCESS  62
010101111   30   29   26   25   24   25   24   26  2.487906  0.962293 	SUCCESS  63
010110011   17   22   19   30   23   32   28   25  8.222637  0.412030 	SUCCESS  64
